id,type,source,date upload,seq technology,r number,read length,error rate,mutation rate,group,complex id,species,subspecies,strain id,lineage,assembly name, assembly_version,assembly_level,genome_representation,contig_count ,scaffold_count,sequence_length,uploaded_by,data_owner,notes
dee3e7dd-7a43-421e-9ccb-a391b0dc847e,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
dee929dc-d3d9-4b1a-a202-e6b7ef0da4ed,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
deed08af-1fde-4af6-8c48-7c046f96dbc2,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
def2db40-413d-431c-9455-c9f661c004b4,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
def35210-a078-4436-a33b-1065ac29c6fc,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
defc0376-579d-4fde-97b8-053f62f163b7,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
defc4a54-e685-43d3-8f51-0af7ac8b0a12,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
df1d8cda-d1ac-4e4c-83f6-cc39f09bdc02,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
df21ee61-3bcc-48ae-820b-ad70071d6998,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
df470dc9-02fd-4051-8246-ccddc2a65e65,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
df597ef5-2e81-4882-b5b1-9d7d353cddb9,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
df6316d6-74db-4f27-a9f5-a68ac20f4c27,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
df711707-a7da-45a8-a705-156eebe63611,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
df7427a3-74b2-4e29-896e-056c0ac094c5,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
df752081-e78a-44e2-ab52-59f85b79487f,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
df75a405-8c01-42f0-b27f-d6109370b0b0,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
df7d5fbe-d886-4499-9864-4533f3303dfb,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
df8551e6-0fbf-4629-964f-d3d7f9c66f92,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
df95d806-15bd-4889-96a9-1c166bbd39ff,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
dfa07b99-2bc0-426a-8b74-3c2ff1f342f1,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
dfa09463-9ae6-4bd1-a938-880452a7e9f2,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
dfa8c2c7-221b-44b8-bbec-a8ebd32d4716,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
dfd248cf-d6bc-4f06-b5b9-254b1792b7d6,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
dfedef3b-138e-454e-bb57-ea5b5ff4b4a2,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
dffffc4d-2370-4c90-8919-528765252b75,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e0091089-94bf-458d-8095-99e76cb30d4c,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e01cb06d-0cb6-4de5-a1fb-96688adb3f6b,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e02dd724-7a05-451f-b84d-54c141f43eeb,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e0390b0f-b3ef-4a00-9b7b-eadb15e94aa4,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e03eb44d-bbe9-4187-9689-ba3d625c927f,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e05751ff-86bd-45fb-a369-7e4b0d82844b,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e0596d79-3dad-469a-93fd-0dd9b70fd497,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e0597777-0b7f-4bff-ae49-4654fb212c4a,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e0748f6c-fa16-4d9f-b656-e7d779a9335e,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e0754c92-4cf9-4970-9f13-a1ad6ae1ff0b,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e0978f11-64b1-4be6-970e-70e9cba1ded0,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e0a10384-f4a6-41d7-9734-c14ed165a145,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e0b328d5-d8e3-4554-90d3-b0b50004a98a,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e0b58213-ba88-4c97-965a-1926724d93a2,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e0b7d2b3-51e3-4fba-8eea-a1789ecd3eb6,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e0c31b3c-29ec-414f-bca9-651e597879d0,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e0d3031f-d428-4063-add5-ce7420147972,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e0f3d950-0deb-4ace-9c9d-f0f34e57e492,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e0f65c1e-7499-4d68-abfd-1d5ac1b13189,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e105a9dd-460c-42ce-9529-c1605451be0d,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e10f486b-1f5f-4acd-85f9-01443e421947,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e11529b5-bcba-44e1-abf9-c3d00dce3a03,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e115d5fe-797e-493c-bb11-d2582c55dd5d,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e1238d9d-e890-4143-b723-6fa41fa1a2a7,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e13a4fd9-64f8-415d-bb78-1ed581bd2ce1,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e16036ca-d833-472d-9d10-1899bd63bf32,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e17103ee-2be5-46f0-b6dd-614202cbe3ed,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e17b94d1-81d3-48dd-8a30-0dff16a97f61,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e18460a3-2400-4533-a441-5f83fb6561c1,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e1894fc1-6b11-47c6-9013-fdd4bf5d4de6,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e18ccdb3-feb1-4eeb-a611-37aba03115f0,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e194014e-fd2f-447d-b990-fe4ee9c37c39,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e1958536-69b5-406f-b3e7-d44ed47f3a44,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e19a7787-231a-4b05-9da6-3fc87831c7c7,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e1b8fcff-7823-452b-8b85-b242d845603c,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e1bccd6e-b92d-4a74-b763-00198da3ec9e,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e1c2b8fe-033e-4446-aca5-d4c4c93446f5,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e1d348dd-322b-49f6-a470-e8da5c10223d,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e1eb02f1-5c75-4bf2-8601-4b0e65eea680,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e1f229b4-6091-4607-9115-ce85658d57d6,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e1f273ff-2074-417f-b311-1ea949225f9f,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e1f4529f-d0f6-4efe-bf1b-f6653497f9aa,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e1fed0dd-50ca-44ad-ad5b-d7f59d98e37f,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e20a8fc5-15cd-4003-ac60-c7d506eef878,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e210809f-0287-4935-a378-8a8ae79d5f26,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e22e4972-7cfa-419f-9991-6d6f2d855a2a,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e2312d3d-a6e6-4ebd-a5a1-7763bbb54721,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e23b86d0-bb2d-4af0-a479-eb2a4ee3d635,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e23cb985-5f39-4c30-af8b-9e6100b79e21,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e2537208-a1fd-4d8f-97d0-860cb3166982,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e25b36ec-ad42-4c2c-8347-1de9ecc83ea4,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e2633e0b-d0a2-499e-bbd7-a39672bc2f4e,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e263c88c-de93-435f-b18f-ad8defb71f77,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e2698132-5aa0-4a7b-8019-9230accf4982,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e278f17a-e4f0-436f-9f63-1977dc2a7c1d,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e278f270-8e03-47f1-9d9d-da954e28a1d1,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e2909101-dfb5-4dc5-bbad-28e2e14e489e,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e290d330-1d69-4a9f-ba62-899576e03dbc,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e2996539-e7be-4613-9409-0a582f965f0c,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e29d9066-e08c-4214-9afc-b4d1a28ee8a1,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e2b0914f-e07c-4ffe-94ea-35186fae3d47,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e2bbe578-c4ab-4227-8bd5-b2abf459dd28,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e2bfff73-8ca9-4458-89f5-beb1c530edd8,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e2c8614b-21c2-46bb-9b52-c47fc8980d95,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e2cb54d9-3f95-4019-8382-9fb34084b132,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e2cb6506-bab6-465d-b54e-5dffd562da75,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e2de65a7-198f-4332-99bf-45940ba96788,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e317ed45-efa3-488b-8cff-9cc167e077e9,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e3189dad-7eca-48cd-a311-a3f44384ace0,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e3559d81-d1f6-4102-b9ce-d7a962c29e3d,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e359cbac-7ce3-4a94-9976-67a0dc50e72e,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e36fb443-a7d6-4fee-a150-baf5ff201c79,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e3708d7d-235a-4080-99ab-6ff510b46b2d,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e382de12-e139-4991-b7e7-f809660ab8f4,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e3c0c626-24f9-47ed-aa02-42c40636badd,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e3c50572-29a2-491c-b321-87e338733c2c,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e3c8d81f-9742-4ba8-9177-a53aa280fa27,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e3d63b40-f88c-46ef-84f6-7b6cbac8a45f,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e3e3b3b7-9ae7-491b-bc16-f2deada60d3b,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e3e5cec2-ca27-4e14-ae6f-c76438039a40,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e3f0d55c-4ea3-4117-8adb-fc59af3af3e7,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e3f3934f-0f4d-4da7-8f74-c59b2faacb3d,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e40028cc-3e80-4d92-bac4-7eacad2bc4e6,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e4034329-510f-49f0-aeb2-d1dec58ec506,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e4039769-bf18-4022-989f-9d7c6e5c4a54,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e41124d3-4e76-4d49-9a3a-1d99948abce8,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e4161841-5149-49fd-8862-29673400f7f4,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e41854bc-717b-4fbb-b9ba-a8c55cc071a8,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e41dbea9-d638-489a-bec0-24c1f45d2994,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e41ece2f-b5f7-4ed0-b845-7febbcd595c3,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e423cd53-ddee-47a4-a560-732af0b181f0,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e4330393-a218-4a7e-bbce-126eb35229f9,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e43e16b0-0645-429b-939f-f631e483465c,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e467d1c5-38d6-45bf-bfb2-88eeedb8b7e5,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e46840f0-819a-4738-b64b-447778f63a02,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e47405f8-da79-4fab-9520-796b42a08cda,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e47e17e2-cbbc-49b8-b303-3d091b0d242a,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e490a889-606f-441b-b27b-6bf1484d7d77,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e497b509-ddc7-4a80-a0af-72a7ea14a070,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e4ab8974-170d-46d5-8882-f4e60020aa30,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e4b3f4ab-a738-4a05-a8f3-6eec644abd8d,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e4ef457a-c366-48ca-a398-de2e8acc007a,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e4f08bc1-d8f2-4119-bd1f-c58673301c2a,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e5112204-75d2-48c3-a4d0-34b2b6946e22,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e518cd13-3c00-4cb2-b5bb-4e0e43e14285,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e5217fdf-e59e-4fb9-83cc-fbeb41b84de3,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e529e60d-cd47-4c10-90d4-ee96cf8a45db,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e52c5d41-a830-408a-8428-12be4bd746fb,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e52f4d1d-cc72-4f30-b4d6-53c95f12b4f4,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e53e1f80-f330-46f0-827c-fca25d06c0f5,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e55f57b8-030b-4666-bbbe-a953ca0deb8b,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e5620559-c585-4f56-845f-ef1c0abb876c,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e5661d92-f140-473d-9bd5-1f703de16e23,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e567b232-3659-4d05-b258-3f4aac60c05b,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e572d928-f29b-48a8-8a04-0b83e1406651,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e572f368-8a67-45de-ab57-fb5afa678e63,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e5764c07-6a79-479e-aac7-7962ffd19df6,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e57b1456-e89d-4288-8ff8-8d82e2053e13,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e5835577-4ebd-49f9-9b19-a98ce1cfec42,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e59a0073-3177-4c73-9da7-74ddb70a1bc6,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e59ce051-c40a-4f90-9791-a3816f499c13,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e59eced1-b8fe-4a37-ae16-ccb1c6e36018,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e5b19d06-f8da-42a9-adb6-d3d509b38de1,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e5e5821f-3abf-4e78-990c-d300a4d29aa0,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e5f0ef01-9d2f-4578-9f7d-390318110460,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e5fde95f-33ad-467c-9f44-4174e002d81f,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e6013293-ba7f-4949-af7e-dee463792513,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e60a2713-ce91-4935-9e48-a031175f2be2,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e62bbb87-836d-4b61-aaf7-fcaf2ff76230,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e62d9750-9dfd-49da-b600-fa80142a1122,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e62fb20d-9fcf-44a2-91db-4a7c09c54c7a,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e634b18d-30f3-485d-af00-bba4922468f3,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e638e5ea-441c-46e9-8d23-d665548668a8,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e64b0cd6-f796-4bdf-a994-8ed043a23187,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e660792d-e388-42f7-b43f-8e33daed31bd,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e670d188-41cd-4efa-9e2a-43daeb282177,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e671ab78-5900-483b-a6f3-441d2e002b48,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e675d437-aedf-4e7a-9bba-352aba5a50e5,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e6768901-91c0-4b1a-967d-12d90238c0b0,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e6788d63-41fa-4d13-a7f4-bfe73b21eb99,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e67cad8f-7b63-4031-8822-101be225c623,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e688519f-eb81-49f5-9f11-d20155b075fe,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e68c24bf-42d4-4406-a0c1-e25f0cbad5af,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
e69f5ed0-cf35-463a-a373-422a400114df,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
